=========================================================================
Parameter Value(s)
-------------------------------------------------------------------------
"Year: 2020,2019,2018"
"Species Name: OPILIO TANNER CRAB"
=========================================================================
"Year","Trip Join","Haul Join","NMFS Area","Gear","Gear Description","Performance","Performance Description","Official Total Catch (mt)","Vessel","Vessel Length (ft)","IFQ Flag","Duration (Min)","Bottom Depth (Fathoms)","Fishing Depth (Fathoms)","Lat DD Start","Lon DD Start","Lat DD End","Lon DD End","T Table","Cruise","Permit","Haul Seq","Haul","Haul Date","Sample Type","% Retained","Date of Entry","Species Code","Species Name","Sex","Sample Size","Sample Number","Sample Weight (kg)","Extrapolated Number","Extrapolated Weight (kg)","Received from NORPAC","Loaded to Repository"
2019,'23418034969000000011','23418034969000000690',514,1,NON PELAGIC,1,NO PROBLEM,3.01,78724,262,N,79.8,20,20,59.80667,-168.77667,59.87833,-168.82167,ATL,23418,34969,690,310,10-JUN-19,B,0,10-JUN-19,5,"OPILIO TANNER CRAB",M,141,2,.15,35,2.66,13-JUL-20,15-JUL-20
2019,'23418034969000000011','23418034969000000702',514,1,NON PELAGIC,1,NO PROBLEM,11.4,78724,262,N,154.8,20,20,59.04333,-167.31333,58.905,-167.22833,ATL,23418,34969,702,316,11-JUN-19,B,0,11-JUN-19,5,"OPILIO TANNER CRAB",M,157,1,.08,69,5.52,13-JUL-20,15-JUL-20
2019,'23671003672000000004','23671003672000000414',524,8,LONGLINER,8,CONSIDERABLE KILLER WHALE PR,8.13,A100,135,N,1518,79,,60.78667,-177.90333,60.90667,-177.69,ATL,23671,3672,414,337,08-OCT-19,B,0,08-OCT-19,5,"OPILIO TANNER CRAB",M,4977,1,.22,3,1.28,13-JUL-20,15-JUL-20
2019,'23671003672000000004','23671003672000000436',524,8,LONGLINER,8,CONSIDERABLE KILLER WHALE PR,7.82,A100,135,N,1005,77,,61.03667,-177.73833,61.03667,-177.73833,ATL,23671,3672,436,348,12-OCT-19,B,0,12-OCT-19,5,"OPILIO TANNER CRAB",M,3332,2,.7,9,3.84,13-JUL-20,15-JUL-20
2019,'23292003694000000005','23292003694000000242',514,1,NON PELAGIC,1,NO PROBLEM,3.77,A103,186,N,157.2,36,36,58.155,-170.11833,58.16833,-169.83167,ATL,23292,3694,242,119,25-FEB-19,B,0,25-FEB-19,5,"OPILIO TANNER CRAB",F,144,1,.18,26,4.71,13-JUL-20,15-JUL-20
2019,'23668002090000000035','23668002090000004346',524,8,LONGLINER,1,NO PROBLEM,4.16,A691,152,N,1024.8,23,,64.455,-170.685,64.455,-170.685,ATL,23668,2090,4346,466,07-OCT-19,B,0,07-OCT-19,5,"OPILIO TANNER CRAB",M,5748,1,.23,4,.28,13-JUL-20,15-JUL-20
2019,'23610004111000000008','23610004111000001436',524,2,PELAGIC,1,NO PROBLEM,31.2,A291,367,N,544.8,110,90,60.61667,-178.94,60.75,-178.55667,ATL,23610,4111,1436,712,11-AUG-19,B,0,11-AUG-19,5,"OPILIO TANNER CRAB",F,8332,1,.04,4,.15,13-JUL-20,15-JUL-20
2019,'23176004463000000021','23176004463000001706',513,8,LONGLINER,1,NO PROBLEM,25.19,A580,172,N,1291.8,48,,56.63,-166.86833,56.805,-166.86833,ATL,23176,4463,1706,36,27-JAN-19,B,,27-JAN-19,5,"OPILIO TANNER CRAB",M,4795,1,.33,1,.33,13-JUL-20,15-JUL-20
2019,'23722004635000000034','23722004635000001334',517,1,NON PELAGIC,1,NO PROBLEM,5.88,A486,123,N,289.8,279,276,54.33833,-165.97,54.575,-165.85667,ATL,23722,4635,1334,666,20-AUG-19,B,0,20-AUG-19,5,"OPILIO TANNER CRAB",M,292,1,.23,19,4.42,13-JUL-20,15-JUL-20
2019,'23176004463000000023','23176004463000001852',513,8,LONGLINER,1,NO PROBLEM,23.48,A580,172,N,1192.2,53,,56.7,-166.92333,56.50167,-166.92222,ATL,23176,4463,1852,109,11-MAR-19,B,0,11-MAR-19,5,"OPILIO TANNER CRAB",M,6881,1,.4,1,.4,13-JUL-20,15-JUL-20
2019,'23176004463000000023','23176004463000001882',517,8,LONGLINER,1,NO PROBLEM,16.17,A580,172,N,1453.2,54,,56.49833,-170.24667,56.49833,-169.835,ATL,23176,4463,1882,124,19-MAR-19,B,0,19-MAR-19,5,"OPILIO TANNER CRAB",M,7896,3,1.03,3,1.03,13-JUL-20,15-JUL-20
2019,'23177003673000000008','23177003673000000536',513,8,LONGLINER,2,CRAB POT IN HAUL,24.14,A107,135,N,1323,46,,56.86833,-168.16667,57,-168.16667,ATL,23177,3673,536,27,26-JAN-19,B,0,26-JAN-19,5,"OPILIO TANNER CRAB",M,5040,1,.34,1,.34,13-JUL-20,15-JUL-20
2019,'23381003367000000009','23381003367000000418',521,1,NON PELAGIC,1,NO PROBLEM,5.93,A035,132,N,199.8,61,61,56.73833,-170.635,56.72167,-170.99,ATL,23381,3367,418,209,02-APR-19,B,0,02-APR-19,5,"OPILIO TANNER CRAB",M,213,2,.41,55,11.2,13-JUL-20,15-JUL-20
2019,'23177003673000000010','23177003673000000636',513,8,LONGLINER,1,NO PROBLEM,14.27,A107,135,N,1146,51,,56.82333,-167.85167,56.69833,-167.85167,ATL,23177,3673,636,77,25-FEB-19,B,0,25-FEB-19,5,"OPILIO TANNER CRAB",M,2880,1,.31,1,.31,13-JUL-20,15-JUL-20
2019,'23292003694000000005','23292003694000000220',513,1,NON PELAGIC,1,NO PROBLEM,20.15,A103,186,N,159,36,36,57.84667,-168.39,57.67833,-168.43,ATL,23292,3694,220,108,22-FEB-19,B,0,22-FEB-19,5,"OPILIO TANNER CRAB",M,163,1,.22,123,27.14,13-JUL-20,15-JUL-20
2019,'23177003673000000010','23177003673000000694',513,8,LONGLINER,1,NO PROBLEM,19.98,A107,135,N,1885.8,59,,56.6,-167.75,56.5,-167.53,ATL,23177,3673,694,106,15-MAR-19,B,0,15-MAR-19,5,"OPILIO TANNER CRAB",M,5040,2,.91,6,2.62,13-JUL-20,15-JUL-20
2019,'23177003673000000010','23177003673000000676',513,8,LONGLINER,1,NO PROBLEM,26.63,A107,135,N,1866,56,,56.59,-167.90167,56.79833,-167.90167,ATL,23177,3673,676,97,09-MAR-19,B,0,09-MAR-19,5,"OPILIO TANNER CRAB",M,3374,1,.4,6,2.65,13-JUL-20,15-JUL-20
2019,'23805003242000000007','23805003242000000478',524,8,LONGLINER,1,NO PROBLEM,8.53,A057,128,N,1399.8,40,,60.11,-173.63,60.11,-173.63,ATL,23805,3242,478,238,28-SEP-19,B,0,28-SEP-19,5,"OPILIO TANNER CRAB",M,5304,1,.29,1,.29,13-JUL-20,15-JUL-20
2019,'23733003367000000030','23733003367000001594',513,1,NON PELAGIC,1,NO PROBLEM,5.85,A035,132,N,247.8,40,40,57.01833,-167.705,57.12333,-168.13833,ATL,23733,3367,1594,796,27-SEP-19,B,0,27-SEP-19,5,"OPILIO TANNER CRAB",M,271,1,.48,19,9.3,13-JUL-20,15-JUL-20
2019,'23805003242000000009','23805003242000000536',513,8,LONGLINER,1,NO PROBLEM,6.8,A057,128,N,565.2,54,,56.36167,-169.99167,56.515,-169.89167,ATL,23805,3242,536,267,22-OCT-19,B,0,22-OCT-19,5,"OPILIO TANNER CRAB",M,5082,1,.72,3,1.2,13-JUL-20,15-JUL-20
2019,'23805003242000000009','23805003242000000556',521,8,LONGLINER,1,NO PROBLEM,11.69,A057,128,N,607.2,51,,56.96167,-170.5,56.805,-170.5,ATL,23805,3242,556,277,27-OCT-19,B,0,27-OCT-19,5,"OPILIO TANNER CRAB",M,5304,1,.15,1,.15,13-JUL-20,15-JUL-20
2019,'23811001610000000025','23811001610000001858',513,1,NON PELAGIC,1,NO PROBLEM,13.92,A034,140,N,255,37,37,56.76333,-165.30167,57.02333,-165.23,ATL,23811,1610,1858,928,25-OCT-19,B,0,25-OCT-19,5,"OPILIO TANNER CRAB",M,290,1,.24,48,11.45,13-JUL-20,15-JUL-20
2019,'23805003242000000009','23805003242000000566',521,8,LONGLINER,1,NO PROBLEM,9.4,A057,128,N,1066.8,51,,56.98,-170.54,56.815,-170.54,ATL,23805,3242,566,282,29-OCT-19,B,,29-OCT-19,5,"OPILIO TANNER CRAB",M,4122,1,.26,1,.26,13-JUL-20,15-JUL-20
2019,'23811001610000000028','23811001610000002140',509,1,NON PELAGIC,1,NO PROBLEM,17.03,A034,140,N,252,40,40,56.74167,-164.54667,56.605,-164.15333,ATL,23811,1610,2140,1069,03-DEC-19,B,0,03-DEC-19,5,"OPILIO TANNER CRAB",M,252,1,.03,66,1.98,13-JUL-20,15-JUL-20
2019,'23811001610000000028','23811001610000002160',509,1,NON PELAGIC,1,NO PROBLEM,16.75,A034,140,N,264,40,40,56.49333,-164.25833,56.69167,-164.56833,ATL,23811,1610,2160,1079,05-DEC-19,B,0,05-DEC-19,5,"OPILIO TANNER CRAB",M,239,2,.12,140,8.39,13-JUL-20,15-JUL-20
2019,'23811001610000000025','23811001610000001914',513,1,NON PELAGIC,1,NO PROBLEM,9.42,A034,140,N,265.2,36,36,57.68,-167.87667,57.66833,-167.44667,ATL,23811,1610,1914,956,31-OCT-19,B,0,31-OCT-19,5,"OPILIO TANNER CRAB",M,169,2,.94,108,50.95,13-JUL-20,15-JUL-20
2019,'23811001610000000025','23811001610000001926',513,1,NON PELAGIC,1,NO PROBLEM,33.27,A034,140,N,217.2,35,35,57.74167,-167.31,57.81,-167.69,ATL,23811,1610,1926,962,01-NOV-19,B,0,01-NOV-19,5,"OPILIO TANNER CRAB",F,476,1,.03,70,2.1,13-JUL-20,15-JUL-20
2019,'23811001610000000028','23811001610000002164',509,1,NON PELAGIC,1,NO PROBLEM,36.25,A034,140,N,280.8,40,40,56.575,-164.42333,56.76667,-164.74,ATL,23811,1610,2164,1081,05-DEC-19,B,0,05-DEC-19,5,"OPILIO TANNER CRAB",M,498,2,.06,146,4.37,13-JUL-20,15-JUL-20
2019,'23898000372000000020','23898000372000001056',524,8,LONGLINER,1,NO PROBLEM,18.79,A023,162,N,1813.2,74,,60.86667,-177.56667,60.86667,-177.56667,ATL,23898,372,1056,366,14-NOV-19,B,0,14-NOV-19,5,"OPILIO TANNER CRAB",M,7896,2,.78,7,3.2,13-JUL-20,15-JUL-20
2019,'23898000372000000020','23898000372000001078',524,8,LONGLINER,1,NO PROBLEM,15.84,A023,162,N,1765.2,81,,60.73333,-177.03333,60.73333,-177.03333,ATL,23898,372,1078,377,20-NOV-19,B,,20-NOV-19,5,"OPILIO TANNER CRAB",M,7806,1,.46,1,.46,13-JUL-20,15-JUL-20
2019,'23898000372000000020','23898000372000001082',524,8,LONGLINER,1,NO PROBLEM,21.38,A023,162,N,1636.8,78,,60.75,-176.9,60.75,-176.9,ATL,23898,372,1082,379,22-NOV-19,B,0,22-NOV-19,5,"OPILIO TANNER CRAB",M,7818,1,.36,1,.36,13-JUL-20,15-JUL-20
2019,'23811001610000000026','23811001610000001996',524,1,NON PELAGIC,1,NO PROBLEM,7.86,A034,140,N,297,42,42,58.00167,-170.655,58.24667,-170.87,ATL,23811,1610,1996,997,13-NOV-19,B,0,13-NOV-19,5,"OPILIO TANNER CRAB",M,154,23,5.6,1152,280.55,13-JUL-20,15-JUL-20
2019,'23733003367000000030','23733003367000001568',524,1,NON PELAGIC,1,NO PROBLEM,4.68,A035,132,N,285,37,37,58.18167,-169.58,58.245,-170.07,ATL,23733,3367,1568,783,24-SEP-19,B,0,24-SEP-19,5,"OPILIO TANNER CRAB",M,334,2,.24,27,3.3,13-JUL-20,15-JUL-20
2019,'23916003673000000018','23916003673000001284',523,8,LONGLINER,7,CONSIDERABLE SEA LION PREDAT,14.47,A107,135,N,1623,72,,56.675,-172.03667,56.675,-172.49,ATL,23916,3673,1284,401,18-DEC-19,B,0,18-DEC-19,5,"OPILIO TANNER CRAB",M,8126,3,2.32,9,4.26,13-JUL-20,15-JUL-20
2019,'23723000661000000011','23723000661000001032',513,1,NON PELAGIC,1,NO PROBLEM,17.18,A001,201,N,306,32,32,57.67833,-165.54167,57.605,-165.03167,ATL,23723,661,1032,513,02-SEP-19,B,0,02-SEP-19,5,"OPILIO TANNER CRAB",M,397,1,.1,43,4.26,13-JUL-20,15-JUL-20
2019,'23722004635000000036','23722004635000001490',524,1,NON PELAGIC,1,NO PROBLEM,28.36,A486,123,N,165,38,35,58.325,-170.26833,58.325,-170.01333,ATL,23722,4635,1490,743,10-SEP-19,B,0,10-SEP-19,5,"OPILIO TANNER CRAB",M,490,1,.14,58,8.11,13-JUL-20,15-JUL-20
2019,'23722004635000000036','23722004635000001474',524,1,NON PELAGIC,1,NO PROBLEM,19.47,A486,123,N,240,39,36,58.36833,-170.43167,58.36667,-170.02167,ATL,23722,4635,1474,735,08-SEP-19,B,0,08-SEP-19,5,"OPILIO TANNER CRAB",M,409,18,2.98,859,142.27,13-JUL-20,15-JUL-20
2019,'23722004635000000036','23722004635000001478',524,1,NON PELAGIC,1,NO PROBLEM,23.49,A486,123,N,244.8,39,36,58.38,-170.425,58.38167,-170.02,ATL,23722,4635,1478,737,09-SEP-19,B,0,09-SEP-19,5,"OPILIO TANNER CRAB",M,521,2,.47,90,21.18,13-JUL-20,15-JUL-20
2019,'23204034017000000003','23204034017000000326',513,1,NON PELAGIC,1,NO PROBLEM,28.45,77812,194,N,240,38,38,57.09667,-167.24667,57.28,-167.49,ATL,23204,34017,326,163,02-MAR-19,B,0,02-MAR-19,5,"OPILIO TANNER CRAB",M,309,2,.25,181,22.61,13-JUL-20,15-JUL-20
2019,'23158004093000000002','23158004093000000164',513,1,NON PELAGIC,1,NO PROBLEM,17.41,A264,227,N,214.2,35,35,57.665,-166.92833,57.48167,-166.82167,ATL,23158,4093,164,68,11-FEB-19,B,0,11-FEB-19,5,"OPILIO TANNER CRAB",M,366,1,.32,48,15.22,13-JUL-20,15-JUL-20
2019,'23291003819000000001','23291003819000000014',513,1,NON PELAGIC,2,CRAB POT IN HAUL,31.63,A117,221,N,229.8,37,37,57.38333,-167.43333,57.56667,-167.16667,ATL,23291,3819,14,7,22-JAN-19,B,0,22-JAN-19,5,"OPILIO TANNER CRAB",M,491,1,.16,64,10.29,13-JUL-20,15-JUL-20
2019,'23291003819000000004','23291003819000000202',513,1,NON PELAGIC,1,NO PROBLEM,33.85,A117,221,N,181.2,37,37,57.6,-167.85,57.46667,-168.1,ATL,23291,3819,202,99,13-FEB-19,B,0,13-FEB-19,5,"OPILIO TANNER CRAB",M,395,2,.46,168,38.69,13-JUL-20,15-JUL-20
2019,'23650006323000000009','23650006323000000196',524,8,LONGLINER,1,NO PROBLEM,17.65,A660,167,N,1294.8,41,,62.00167,-174.74167,62.00167,-174.74167,ATL,23650,6323,196,99,19-JUL-19,B,0,19-JUL-19,5,"OPILIO TANNER CRAB",M,14712,2,.75,2,.75,13-JUL-20,15-JUL-20
2019,'23158004093000000003','23158004093000000270',513,1,NON PELAGIC,1,NO PROBLEM,8.15,A264,227,N,390,36,36,57.955,-168.73333,57.965,-169.39333,ATL,23158,4093,270,6009,24-FEB-19,B,0,24-FEB-19,5,"OPILIO TANNER CRAB",M,210,1,.24,39,9.31,13-JUL-20,15-JUL-20
2019,'23158004093000000003','23158004093000000274',521,1,NON PELAGIC,1,NO PROBLEM,7.74,A264,227,N,166.8,48,48,57.63333,-171.025,57.48167,-171.01167,ATL,23158,4093,274,113,25-FEB-19,B,0,25-FEB-19,5,"OPILIO TANNER CRAB",M,232,6,1.76,201,58.93,13-JUL-20,15-JUL-20
2019,'23276004635000000006','23276004635000000180',513,1,NON PELAGIC,1,NO PROBLEM,6.67,A486,123,N,270,37,34,57.71333,-168.06,57.80333,-168.44833,ATL,23276,4635,180,90,24-FEB-19,B,0,24-FEB-19,5,"OPILIO TANNER CRAB",M,170,4,1.14,153,43.68,13-JUL-20,15-JUL-20
2019,'23276004635000000004','23276004635000000130',513,1,NON PELAGIC,1,NO PROBLEM,14.88,A486,123,N,184.8,37,34,57.62833,-168.07167,57.73667,-167.89167,ATL,23276,4635,130,65,15-FEB-19,B,0,15-FEB-19,5,"OPILIO TANNER CRAB",M,246,2,.54,120,32.38,13-JUL-20,15-JUL-20
2019,'23276004635000000002','23276004635000000052',514,1,NON PELAGIC,1,NO PROBLEM,2.09,A486,123,N,85.2,36,33,58.025,-169.605,58.025,-169.45,ATL,23276,4635,52,26,03-FEB-19,B,0,03-FEB-19,5,"OPILIO TANNER CRAB",M,203,21,4.39,226,47.85,13-JUL-20,15-JUL-20
2019,'23276004635000000002','23276004635000000074',514,1,NON PELAGIC,1,NO PROBLEM,19.59,A486,123,N,225,37,34,58.00833,-168.78167,58.12333,-168.50667,ATL,23276,4635,74,37,05-FEB-19,B,0,05-FEB-19,5,"OPILIO TANNER CRAB",,396,1,.11,50,5.45,13-JUL-20,15-JUL-20
2019,'23276004635000000001','23276004635000000002',513,1,NON PELAGIC,1,NO PROBLEM,30.58,A486,123,N,180,38,35,57.24,-166.63,57.41667,-166.59833,ATL,23276,4635,2,1,24-JAN-19,B,0,24-JAN-19,5,"OPILIO TANNER CRAB",M,186,1,.2,162,32.4,13-JUL-20,15-JUL-20
2019,'23276004635000000006','23276004635000000142',513,1,NON PELAGIC,1,NO PROBLEM,17.79,A486,123,N,214.8,37,34,57.95333,-168.17667,57.74667,-168.27167,ATL,23276,4635,142,71,19-FEB-19,B,0,19-FEB-19,5,"OPILIO TANNER CRAB",M,406,2,.43,87,18.77,13-JUL-20,15-JUL-20
2019,'23531000372000000013','23531000372000000668',521,8,LONGLINER,1,NO PROBLEM,25.38,A023,162,N,1378.8,67,,59.98333,-175.38333,59.98333,-175.35,ATL,23531,372,668,172,20-JUN-19,B,0,20-JUN-19,5,"OPILIO TANNER CRAB",M,19035,7,2.82,20,9.02,13-JUL-20,15-JUL-20
2019,'23531000372000000013','23531000372000000672',521,8,LONGLINER,1,NO PROBLEM,19.15,A023,162,N,1545,74,,59.93333,-175.91667,59.93333,-175.91667,ATL,23531,372,672,174,21-JUN-19,B,0,21-JUN-19,5,"OPILIO TANNER CRAB",F,10152,1,.07,3,.18,13-JUL-20,15-JUL-20
2019,'23133002800000000125','23133002800000005324',514,1,NON PELAGIC,1,NO PROBLEM,36.15,A066,185,N,186,36,36,58.34,-169.13333,58.36333,-169.475,ATL,23133,2800,5324,256,24-MAR-19,B,0,24-MAR-19,5,"OPILIO TANNER CRAB",M,372,1,.21,106,22.35,13-JUL-20,15-JUL-20
2019,'23133002800000000124','23133002800000005200',513,1,NON PELAGIC,1,NO PROBLEM,14.58,A066,185,N,352.8,42,42,56.71167,-166.065,56.625,-165.89833,ATL,23133,2800,5200,195,10-MAR-19,B,0,10-MAR-19,5,"OPILIO TANNER CRAB",F,247,1,.01,58,.58,13-JUL-20,15-JUL-20
2019,'23872033989000000030','23872033989000002868',524,8,LONGLINER,1,NO PROBLEM,34.48,77788,191,N,1270.2,51,,60.345,-174.38,60.345,-174.38,ATL,23872,33989,2868,398,01-DEC-19,B,0,01-DEC-19,5,"OPILIO TANNER CRAB",M,9369,6,1.11,6,1.11,13-JUL-20,15-JUL-20
2019,'23872033989000000030','23872033989000002872',524,8,LONGLINER,1,NO PROBLEM,22.63,77788,191,N,1324.2,52,,60.36167,-174.44333,60.36167,-174.44333,ATL,23872,33989,2872,400,02-DEC-19,B,0,02-DEC-19,5,"OPILIO TANNER CRAB",M,9369,4,.96,4,.96,13-JUL-20,15-JUL-20
2019,'23872033989000000030','23872033989000002876',524,8,LONGLINER,1,NO PROBLEM,21.67,77788,191,N,1285.8,52,,60.39167,-174.49333,60.39167,-174.49333,ATL,23872,33989,2876,402,03-DEC-19,B,,03-DEC-19,5,"OPILIO TANNER CRAB",M,9369,7,1.67,7,1.67,13-JUL-20,15-JUL-20
2019,'23133002800000000125','23133002800000005290',514,1,NON PELAGIC,1,NO PROBLEM,9.4,A066,185,N,208.2,37,37,58.02667,-168.765,58.10333,-168.99667,ATL,23133,2800,5290,240,21-MAR-19,B,0,21-MAR-19,5,"OPILIO TANNER CRAB",M,154,1,.29,61,17.57,13-JUL-20,15-JUL-20
2019,'23133002800000000125','23133002800000005300',514,1,NON PELAGIC,1,NO PROBLEM,16.49,A066,185,N,247.2,37,37,58.19333,-169.10333,58.07833,-168.71333,ATL,23133,2800,5300,245,22-MAR-19,B,0,22-MAR-19,5,"OPILIO TANNER CRAB",M,413,2,.23,79,9.09,13-JUL-20,15-JUL-20
2019,'23133002800000000125','23133002800000005304',514,1,NON PELAGIC,1,NO PROBLEM,24.64,A066,185,N,346.8,36,36,58.31833,-168.98667,58.11,-169.045,ATL,23133,2800,5304,2000,22-MAR-19,B,0,22-MAR-19,5,"OPILIO TANNER CRAB",M,360,1,.23,68,15.75,13-JUL-20,15-JUL-20
2019,'23872033989000000030','23872033989000002838',524,8,LONGLINER,1,NO PROBLEM,16.93,77788,191,N,1270.2,47,,60.68,-174.34833,60.68,-174.34833,ATL,23872,33989,2838,383,24-NOV-19,B,0,24-NOV-19,5,"OPILIO TANNER CRAB",M,9369,4,1.18,4,1.18,13-JUL-20,15-JUL-20
2019,'23872033989000000030','23872033989000002858',524,8,LONGLINER,1,NO PROBLEM,11.43,77788,191,N,597,46,,60.6,-174.17833,60.41833,-174.08167,ATL,23872,33989,2858,393,29-NOV-19,B,,29-NOV-19,5,"OPILIO TANNER CRAB",M,6240,1,.24,1,.24,13-JUL-20,15-JUL-20
2019,'23116003367000000008','23116003367000000396',521,1,NON PELAGIC,1,NO PROBLEM,2.77,A035,132,N,217.8,59,59,56.785,-170.86667,56.715,-170.535,ATL,23116,3367,396,198,28-MAR-19,B,0,28-MAR-19,5,"OPILIO TANNER CRAB",M,152,1,.33,18,5.87,13-JUL-20,15-JUL-20
2019,'23133002800000000126','23133002800000005404',513,1,NON PELAGIC,1,NO PROBLEM,5.04,A066,185,N,255,37,37,57.72167,-168.00833,57.55667,-167.65667,ATL,23133,2800,5404,295,04-APR-19,B,0,04-APR-19,5,"OPILIO TANNER CRAB",M,176,1,.03,28,.85,13-JUL-20,15-JUL-20
2019,'23133002800000000126','23133002800000005380',513,1,NON PELAGIC,1,NO PROBLEM,17.39,A066,185,N,316.8,37,37,57.66833,-168.245,57.65667,-168.05333,ATL,23133,2800,5380,283,01-APR-19,B,0,01-APR-19,5,"OPILIO TANNER CRAB",M,259,1,.12,65,7.81,13-JUL-20,15-JUL-20
2019,'23379002090000000031','23379002090000003756',521,8,LONGLINER,1,NO PROBLEM,9.53,A691,152,N,1624.8,74,,56.50833,-171.76,56.50833,-171.76,ATL,23379,2090,3756,182,30-MAR-19,B,0,30-MAR-19,5,"OPILIO TANNER CRAB",F,3888,1,.31,1,.31,13-JUL-20,15-JUL-20
2019,'23307002110000000005','23307002110000000266',509,1,NON PELAGIC,1,NO PROBLEM,14.17,A077,158,N,85.2,44,37,55.4,-163.78333,55.35,-163.9,ATL,23307,2110,266,133,25-MAR-19,B,0,25-MAR-19,5,"OPILIO TANNER CRAB",,231,61,0,61,7.3,13-JUL-20,15-JUL-20
2019,'23307002110000000006','23307002110000000286',513,1,NON PELAGIC,1,NO PROBLEM,35,A077,158,N,180,37,37,57.63333,-168.33333,57.71667,-168.03333,ATL,23307,2110,286,143,30-MAR-19,B,0,30-MAR-19,5,"OPILIO TANNER CRAB",M,359,1,.22,97,21.25,13-JUL-20,15-JUL-20
2019,'23307002110000000006','23307002110000000288',513,1,NON PELAGIC,1,NO PROBLEM,43.89,A077,158,N,150,37,37,57.75,-167.91667,57.7,-168.16667,ATL,23307,2110,288,144,30-MAR-19,B,0,30-MAR-19,5,"OPILIO TANNER CRAB",,582,75,0,75,13.57,13-JUL-20,15-JUL-20
2019,'23849004093000000029','23849004093000002022',514,1,NON PELAGIC,1,NO PROBLEM,3.98,A264,227,N,249,36,36,58.00167,-169.14167,58.10833,-168.805,ATL,23849,4093,2022,932,16-OCT-19,B,0,16-OCT-19,5,"OPILIO TANNER CRAB",M,177,7,1.26,156,28.16,13-JUL-20,15-JUL-20
2019,'23749004450000000032','23749004450000002348',521,8,LONGLINER,1,NO PROBLEM,4.35,A553,135,N,1158,70,,58.79333,-176.26833,58.79333,-176.26833,ATL,23749,4450,2348,238,13-SEP-19,B,,13-SEP-19,5,"OPILIO TANNER CRAB",M,2106,1,.54,1,.54,13-JUL-20,15-JUL-20
2019,'23140000661000000001','23140000661000000104',513,1,NON PELAGIC,1,NO PROBLEM,42.04,A001,201,N,244.2,38,38,57.29,-166.67,57.12,-166.95833,ATL,23140,661,104,51,12-FEB-19,B,0,12-FEB-19,5,"OPILIO TANNER CRAB",M,479,2,.46,174,40.1,13-JUL-20,15-JUL-20
2019,'23140000661000000002','23140000661000000248',513,1,NON PELAGIC,1,NO PROBLEM,24.11,A001,201,N,196.2,38,38,57.285,-167.68167,57.255,-167.99833,ATL,23140,661,248,123,06-MAR-19,B,0,06-MAR-19,5,"OPILIO TANNER CRAB",M,291,1,.12,83,9.93,13-JUL-20,15-JUL-20
2019,'23140000661000000003','23140000661000000258',513,1,NON PELAGIC,1,NO PROBLEM,23.35,A001,201,N,261,36,36,57.46833,-166.175,57.47833,-166.665,ATL,23140,661,258,128,10-MAR-19,B,0,10-MAR-19,5,"OPILIO TANNER CRAB",M,238,2,.52,196,50.96,13-JUL-20,15-JUL-20
2019,'23140000661000000002','23140000661000000244',513,1,NON PELAGIC,1,NO PROBLEM,11.07,A001,201,N,184.2,38,38,57.25167,-167.935,57.255,-167.62167,ATL,23140,661,244,121,06-MAR-19,B,0,06-MAR-19,5,"OPILIO TANNER CRAB",M,188,1,.18,59,10.55,13-JUL-20,15-JUL-20
2019,'23796003369000000032','23796003369000001706',513,1,NON PELAGIC,1,NO PROBLEM,5.86,A047,185,N,243,38,38,56.93833,-166.18833,57.04,-166.65167,ATL,23796,3369,1706,851,30-SEP-19,B,0,30-SEP-19,5,"OPILIO TANNER CRAB",M,189,1,.17,27,4.61,13-JUL-20,15-JUL-20
2019,'23374004578000000044','23374004578000002482',521,8,LONGLINER,1,NO PROBLEM,20.39,A617,136,N,1128,84,,59.80833,-178.575,59.655,-178.185,ATL,23374,4578,2482,139,10-APR-19,B,,10-APR-19,5,"OPILIO TANNER CRAB",M,8154,1,.31,1,.31,13-JUL-20,15-JUL-20
2019,'23897003367000000038','23897003367000001902',513,1,NON PELAGIC,1,NO PROBLEM,7.46,A035,132,N,172.8,40,40,56.96833,-167.83333,57.14833,-167.8,ATL,23897,3367,1902,949,20-NOV-19,B,0,20-NOV-19,5,"OPILIO TANNER CRAB",M,186,1,.32,38,12.08,13-JUL-20,15-JUL-20
2019,'23949003336000000001','23949003336000000008',521,8,LONGLINER,1,NO PROBLEM,9.54,A237,155,N,735,71,,58.10833,-173.795,58.10833,-173.795,ATL,23949,3336,8,401,19-DEC-19,B,0,19-DEC-19,5,"OPILIO TANNER CRAB",M,4005,1,.4,3,1.03,13-JUL-20,15-JUL-20
2019,'23630005822000000020','23630005822000001214',513,1,NON PELAGIC,1,NO PROBLEM,15.9,A639,120,N,177,37,37,57.31667,-166.85,57.26667,-166.56667,ATL,23630,5822,1214,605,13-JUL-19,B,0,13-JUL-19,5,"OPILIO TANNER CRAB",M,228,1,.34,69,23.6,13-JUL-20,15-JUL-20
2019,'23204034017000000002','23204034017000000216',513,1,NON PELAGIC,1,NO PROBLEM,24.36,77812,194,N,184.2,37,37,57.57167,-167.80667,57.46833,-168.125,ATL,23204,34017,216,108,13-FEB-19,B,0,13-FEB-19,5,"OPILIO TANNER CRAB",M,188,1,.33,128,42.16,13-JUL-20,15-JUL-20
